epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4940.9,0.88755,0.63295,1.07828,0.59566,0.46883,0.48135,0.2353,1.70583,1.4193,1.78539,0.000273003,0.000273003,0.000273003
181,4967.88,0.87998,0.63906,1.07253,0.57341,0.47287,0.47719,0.23155,1.71531,1.4408,1.80502,0.000270802,0.000270802,0.000270802
182,4994.41,0.89444,0.65625,1.09673,0.58853,0.47401,0.4817,0.23468,1.70094,1.39005,1.79435,0.000268601,0.000268601,0.000268601
183,5019.95,0.82989,0.60692,1.08086,0.57142,0.48856,0.48468,0.23782,1.71173,1.4011,1.79542,0.0002664,0.0002664,0.0002664
184,5047.14,0.85558,0.61906,1.06637,0.61418,0.47093,0.48917,0.23827,1.70877,1.42498,1.78764,0.000264199,0.000264199,0.000264199
185,5073.82,0.87269,0.64394,1.07529,0.61007,0.4672,0.48256,0.23493,1.72806,1.4925,1.80662,0.000261998,0.000261998,0.000261998
186,5101.2,0.89,0.62661,1.06994,0.62267,0.45952,0.4849,0.23559,1.70836,1.42243,1.7991,0.000259796,0.000259796,0.000259796
187,5128.25,0.85466,0.6158,1.08221,0.56997,0.48333,0.48026,0.23423,1.71226,1.41077,1.79881,0.000257595,0.000257595,0.000257595
188,5155.29,0.85364,0.61634,1.07553,0.56788,0.4822,0.48803,0.23756,1.72023,1.419,1.80213,0.000255394,0.000255394,0.000255394
189,5182.05,0.87879,0.64105,1.08062,0.59384,0.47527,0.4899,0.23874,1.72364,1.41406,1.8006,0.000253193,0.000253193,0.000253193
190,5209.1,0.83095,0.61309,1.0537,0.58035,0.48614,0.49071,0.24046,1.71378,1.43253,1.79784,0.000250992,0.000250992,0.000250992
191,5236.15,0.84136,0.62459,1.08172,0.6174,0.46614,0.49019,0.24186,1.71263,1.44875,1.80417,0.000248791,0.000248791,0.000248791
192,5263.15,0.85706,0.62022,1.07847,0.61322,0.47035,0.49319,0.24286,1.70401,1.40735,1.79471,0.00024659,0.00024659,0.00024659
193,5289.75,0.82536,0.60569,1.04494,0.58484,0.48752,0.49021,0.24258,1.69125,1.39539,1.77467,0.000244389,0.000244389,0.000244389
194,5316.57,0.84981,0.59536,1.04865,0.58629,0.49105,0.49173,0.2408,1.68561,1.38891,1.77366,0.000242188,0.000242188,0.000242188
195,5343.19,0.86966,0.61024,1.07021,0.61024,0.48196,0.49588,0.24672,1.67865,1.4099,1.76692,0.000239987,0.000239987,0.000239987
196,5369.67,0.82205,0.62304,1.05308,0.59879,0.48172,0.49017,0.24132,1.68997,1.44362,1.76694,0.000237785,0.000237785,0.000237785
197,5396.9,0.81122,0.58833,1.04499,0.59405,0.48354,0.48935,0.24037,1.69892,1.44574,1.77676,0.000235584,0.000235584,0.000235584
198,5423.76,0.81134,0.59661,1.05787,0.59756,0.47952,0.49063,0.24042,1.69713,1.41436,1.78741,0.000233383,0.000233383,0.000233383
199,5450.78,0.80796,0.59373,1.05291,0.59255,0.47738,0.48945,0.24079,1.70143,1.42605,1.77986,0.000231182,0.000231182,0.000231182
200,5477.73,0.78932,0.58213,1.03996,0.6051,0.473,0.4897,0.23931,1.71075,1.41895,1.7889,0.000228981,0.000228981,0.000228981
201,5504.77,0.83508,0.60743,1.07343,0.58757,0.48844,0.4925,0.24166,1.70051,1.4158,1.79305,0.00022678,0.00022678,0.00022678
202,5531.97,0.8006,0.58871,1.03935,0.59276,0.48373,0.49667,0.2443,1.69707,1.42756,1.78798,0.000224579,0.000224579,0.000224579
203,5559.07,0.83192,0.62335,1.07714,0.5849,0.49186,0.494,0.24275,1.70354,1.41479,1.79324,0.000222378,0.000222378,0.000222378
204,5586.1,0.8395,0.59091,1.04017,0.59768,0.47927,0.49197,0.24012,1.70556,1.4056,1.79573,0.000220177,0.000220177,0.000220177
205,5613.25,0.83217,0.60348,1.04648,0.60054,0.46784,0.48469,0.23671,1.71959,1.44275,1.80214,0.000217976,0.000217976,0.000217976
206,5640.38,0.81445,0.5917,1.04613,0.59317,0.46995,0.48075,0.23624,1.71508,1.4507,1.79735,0.000215774,0.000215774,0.000215774
207,5667.25,0.80479,0.58499,1.05132,0.56881,0.4865,0.48525,0.23842,1.70034,1.4245,1.79675,0.000213573,0.000213573,0.000213573
208,5694.37,0.80248,0.58181,1.05485,0.61751,0.46293,0.48908,0.24194,1.69231,1.41159,1.79104,0.000211372,0.000211372,0.000211372
209,5720.56,0.83307,0.63903,1.06448,0.5623,0.48873,0.4909,0.24374,1.6967,1.40989,1.79267,0.000209171,0.000209171,0.000209171
210,5747.14,0.81858,0.58486,1.05615,0.58835,0.47553,0.48432,0.23925,1.70156,1.41891,1.7924,0.00020697,0.00020697,0.00020697
211,5774.02,0.80824,0.60681,1.04002,0.59506,0.47819,0.48488,0.23902,1.69255,1.43832,1.78314,0.000204769,0.000204769,0.000204769
212,5801.11,0.79873,0.58474,1.0537,0.59304,0.46752,0.482,0.23767,1.7012,1.44149,1.7898,0.000202568,0.000202568,0.000202568
213,5828.45,0.81097,0.58466,1.06414,0.60308,0.46588,0.48507,0.2393,1.70088,1.42295,1.79121,0.000200367,0.000200367,0.000200367
214,5855.51,0.7818,0.56483,1.03442,0.60138,0.47694,0.49129,0.24038,1.69336,1.40379,1.78441,0.000198166,0.000198166,0.000198166
215,5882.46,0.79066,0.56377,1.05346,0.58166,0.484,0.48904,0.24165,1.69316,1.41859,1.78073,0.000195965,0.000195965,0.000195965
216,5909.91,0.81757,0.59059,1.03941,0.61356,0.47483,0.49356,0.24152,1.68766,1.4019,1.77831,0.000193763,0.000193763,0.000193763
217,5937.05,0.84824,0.60432,1.03921,0.61483,0.47453,0.49377,0.243,1.68209,1.40623,1.77125,0.000191562,0.000191562,0.000191562
218,5964.07,0.7792,0.57295,1.06139,0.61982,0.46261,0.4901,0.24323,1.69506,1.43503,1.77565,0.000189361,0.000189361,0.000189361
219,5991.42,0.79635,0.56612,1.03136,0.61368,0.46369,0.48869,0.24071,1.7036,1.4279,1.79256,0.00018716,0.00018716,0.00018716
220,6018.33,0.78727,0.56447,1.03387,0.60466,0.47809,0.49315,0.24243,1.69529,1.41428,1.79226,0.000184959,0.000184959,0.000184959
221,6045.29,0.78171,0.57668,1.05047,0.61469,0.467,0.49301,0.24376,1.68975,1.41875,1.79043,0.000182758,0.000182758,0.000182758
222,6071.82,0.79804,0.56805,1.04996,0.59006,0.48112,0.49112,0.24175,1.6956,1.42032,1.79233,0.000180557,0.000180557,0.000180557
223,6098.83,0.807,0.57942,1.04498,0.59174,0.48453,0.49017,0.24126,1.69283,1.41659,1.79091,0.000178356,0.000178356,0.000178356
224,6125.61,0.80573,0.5738,1.03162,0.60526,0.47083,0.48521,0.23775,1.69687,1.41441,1.79243,0.000176155,0.000176155,0.000176155
225,6152.93,0.79906,0.57371,1.05141,0.58733,0.48684,0.48938,0.24027,1.69703,1.40245,1.79254,0.000173954,0.000173954,0.000173954
226,6179.98,0.76825,0.56528,1.03922,0.59529,0.48958,0.49571,0.24455,1.69541,1.40634,1.79077,0.000171752,0.000171752,0.000171752
227,6207.06,0.77411,0.55298,1.04382,0.59807,0.48106,0.49193,0.24508,1.69417,1.41743,1.78582,0.000169551,0.000169551,0.000169551
228,6234.14,0.76591,0.55353,1.03014,0.5667,0.48638,0.49177,0.2433,1.70227,1.41409,1.79583,0.00016735,0.00016735,0.00016735
229,6261.19,0.75896,0.55607,1.02763,0.60363,0.46758,0.49261,0.24322,1.70108,1.42101,1.80348,0.000165149,0.000165149,0.000165149
230,6288.32,0.79603,0.56367,1.03667,0.58008,0.48209,0.49196,0.24468,1.68644,1.43414,1.78434,0.000162948,0.000162948,0.000162948
231,6315.57,0.75089,0.53971,1.02918,0.6141,0.46702,0.49012,0.24342,1.68857,1.41816,1.78592,0.000160747,0.000160747,0.000160747
232,6342.65,0.78429,0.569,1.0314,0.59646,0.47462,0.48742,0.24154,1.69762,1.42642,1.7909,0.000158546,0.000158546,0.000158546
233,6369.74,0.77939,0.55803,1.03919,0.61338,0.4686,0.49067,0.24331,1.69944,1.42783,1.79276,0.000156345,0.000156345,0.000156345
234,6396.55,0.7572,0.55247,1.02075,0.59835,0.47846,0.49276,0.24509,1.68846,1.42176,1.78521,0.000154144,0.000154144,0.000154144
235,6423.31,0.77373,0.5507,1.03856,0.57632,0.48821,0.49169,0.24333,1.69083,1.42802,1.78405,0.000151943,0.000151943,0.000151943
236,6450.44,0.76818,0.56105,1.03522,0.61215,0.47204,0.49134,0.24134,1.69877,1.45085,1.7864,0.000149741,0.000149741,0.000149741
237,6476.25,0.74913,0.54205,1.02007,0.61082,0.4757,0.49288,0.24313,1.69718,1.42861,1.79248,0.00014754,0.00014754,0.00014754
238,6503.08,0.77195,0.55529,1.03142,0.61522,0.47288,0.49312,0.24268,1.69835,1.42779,1.79843,0.000145339,0.000145339,0.000145339
239,6530.17,0.76433,0.55424,1.02995,0.60751,0.47436,0.49019,0.2418,1.702,1.44049,1.79904,0.000143138,0.000143138,0.000143138
240,6557.27,0.76575,0.55159,1.02895,0.59574,0.48284,0.49029,0.24231,1.69645,1.42024,1.79839,0.000140937,0.000140937,0.000140937
241,6584.36,0.76442,0.56323,1.02971,0.58357,0.49522,0.49236,0.24309,1.69122,1.40487,1.79799,0.000138736,0.000138736,0.000138736
242,6611.5,0.75845,0.5587,1.014,0.58537,0.49335,0.49499,0.2435,1.69249,1.42276,1.79739,0.000136535,0.000136535,0.000136535
243,6638.31,0.80143,0.57403,1.03284,0.5797,0.48152,0.48801,0.24091,1.69845,1.44028,1.8025,0.000134334,0.000134334,0.000134334
244,6665.42,0.76152,0.54508,1.01307,0.58734,0.48011,0.49069,0.24303,1.69394,1.43096,1.7942,0.000132133,0.000132133,0.000132133
245,6693.11,0.78051,0.54905,1.02695,0.5846,0.48474,0.4934,0.24532,1.69601,1.42346,1.7949,0.000129932,0.000129932,0.000129932
246,6719.94,0.77232,0.54345,1.02658,0.58343,0.49716,0.49569,0.24628,1.6975,1.39868,1.80118,0.000127731,0.000127731,0.000127731
247,6746.65,0.7549,0.54802,1.03167,0.57539,0.50165,0.49553,0.24553,1.69471,1.38046,1.80604,0.000125529,0.000125529,0.000125529
248,6773.56,0.76116,0.55915,1.02217,0.58502,0.49428,0.49617,0.24555,1.69428,1.3929,1.80379,0.000123328,0.000123328,0.000123328
249,6799.83,0.74545,0.52699,1.01973,0.59493,0.48708,0.49596,0.24588,1.69302,1.41117,1.7981,0.000121127,0.000121127,0.000121127
250,6826.28,0.7214,0.54928,1.02936,0.58982,0.48281,0.49352,0.24559,1.69164,1.43433,1.79482,0.000118926,0.000118926,0.000118926
251,6853.35,0.77185,0.54102,1.0191,0.59466,0.47568,0.49118,0.24407,1.69689,1.46019,1.80164,0.000116725,0.000116725,0.000116725
252,6880.19,0.74233,0.53897,1.02255,0.59579,0.47842,0.49426,0.24548,1.69703,1.4575,1.80832,0.000114524,0.000114524,0.000114524
253,6907.39,0.76202,0.5416,1.03036,0.59942,0.48251,0.49645,0.24538,1.69796,1.43652,1.81372,0.000112323,0.000112323,0.000112323
254,6934.65,0.72519,0.52166,1.01305,0.60524,0.48509,0.49847,0.24727,1.68924,1.41349,1.80879,0.000110122,0.000110122,0.000110122
255,6961.99,0.75791,0.54091,1.02068,0.61886,0.47736,0.49892,0.24704,1.68877,1.41329,1.79684,0.000107921,0.000107921,0.000107921
256,6989.21,0.7549,0.55365,1.01508,0.60876,0.48297,0.49872,0.24639,1.68578,1.40254,1.78707,0.00010572,0.00010572,0.00010572
257,7016.39,0.75333,0.57381,1.02257,0.61904,0.4778,0.4972,0.24676,1.68808,1.40521,1.78934,0.000103518,0.000103518,0.000103518
258,7043.63,0.75857,0.5434,1.01697,0.61356,0.47853,0.49853,0.24835,1.69187,1.41309,1.8002,0.000101317,0.000101317,0.000101317
259,7070.75,0.73883,0.52693,1.00477,0.60576,0.48654,0.49865,0.24806,1.69094,1.41297,1.80147,9.91162e-05,9.91162e-05,9.91162e-05
260,7097.42,0.73106,0.51255,1.01914,0.59631,0.49388,0.498,0.24656,1.69521,1.41342,1.80377,9.69151e-05,9.69151e-05,9.69151e-05
261,7124.86,0.74818,0.54491,1.0245,0.60226,0.49334,0.49937,0.2465,1.69424,1.41102,1.80243,9.4714e-05,9.4714e-05,9.4714e-05
262,7151.63,0.73559,0.53535,1.00474,0.60659,0.49301,0.49798,0.24596,1.69752,1.39808,1.80922,9.25129e-05,9.25129e-05,9.25129e-05
263,7177.81,0.77226,0.55509,1.00999,0.60764,0.48683,0.49742,0.24584,1.69824,1.40457,1.80381,9.03118e-05,9.03118e-05,9.03118e-05
264,7204.9,0.74215,0.55412,1.03593,0.60164,0.48596,0.49737,0.24654,1.69562,1.41711,1.80111,8.81107e-05,8.81107e-05,8.81107e-05
265,7231.91,0.70168,0.51255,1.00282,0.58837,0.49232,0.49751,0.24769,1.69211,1.42268,1.80013,8.59096e-05,8.59096e-05,8.59096e-05
266,7259.18,0.72655,0.54261,1.01949,0.62328,0.47651,0.49847,0.2488,1.68764,1.41865,1.79691,8.37085e-05,8.37085e-05,8.37085e-05
267,7286.81,0.73133,0.54524,1.031,0.62196,0.47668,0.49883,0.24809,1.68967,1.42268,1.79957,8.15074e-05,8.15074e-05,8.15074e-05
268,7314.77,0.73043,0.52084,1.0208,0.60758,0.48553,0.49778,0.24682,1.68667,1.41877,1.79548,7.93063e-05,7.93063e-05,7.93063e-05
269,7342.49,0.69931,0.51493,1.00132,0.59883,0.48462,0.49738,0.24665,1.68682,1.41684,1.79511,7.71052e-05,7.71052e-05,7.71052e-05
270,7370.6,0.73355,0.54592,1.02277,0.5749,0.50054,0.49661,0.24678,1.6894,1.40281,1.80218,7.49041e-05,7.49041e-05,7.49041e-05
271,7398.55,0.72264,0.52378,1.02554,0.59145,0.49763,0.49749,0.24746,1.68917,1.4012,1.80415,7.2703e-05,7.2703e-05,7.2703e-05
272,7426.11,0.73174,0.52716,1.02206,0.60478,0.48741,0.49622,0.24675,1.68897,1.41748,1.80129,7.05019e-05,7.05019e-05,7.05019e-05
273,7453.57,0.73532,0.52174,1.01161,0.61188,0.48465,0.49615,0.24685,1.68332,1.41927,1.79347,6.83008e-05,6.83008e-05,6.83008e-05
274,7480.87,0.72678,0.53409,1.00831,0.59926,0.49118,0.49859,0.24793,1.68279,1.41903,1.7925,6.60997e-05,6.60997e-05,6.60997e-05
275,7508.05,0.70785,0.506,0.99361,0.59337,0.49439,0.50084,0.24848,1.6853,1.40486,1.79666,6.38986e-05,6.38986e-05,6.38986e-05
276,7535.01,0.70629,0.51609,1.00979,0.59459,0.48803,0.49848,0.24823,1.68892,1.40156,1.80161,6.16975e-05,6.16975e-05,6.16975e-05
277,7562.21,0.7177,0.51776,1.00168,0.59586,0.49164,0.498,0.24773,1.68597,1.40183,1.80129,5.94964e-05,5.94964e-05,5.94964e-05
278,7588.85,0.68869,0.50151,1.00801,0.59357,0.49092,0.49627,0.24721,1.68694,1.4147,1.80325,5.72953e-05,5.72953e-05,5.72953e-05
279,7615.98,0.7137,0.52378,1.00315,0.58366,0.4892,0.49522,0.24732,1.69005,1.43621,1.8026,5.50942e-05,5.50942e-05,5.50942e-05
280,7642.7,0.69464,0.52389,1.00876,0.60946,0.47811,0.49498,0.24624,1.6929,1.44519,1.80419,5.28931e-05,5.28931e-05,5.28931e-05
281,7669.16,0.72207,0.52256,1.01067,0.59676,0.48225,0.49356,0.24597,1.69377,1.44458,1.80412,5.0692e-05,5.0692e-05,5.0692e-05
282,7696.33,0.71657,0.5158,1.00502,0.5896,0.48519,0.49389,0.24656,1.6889,1.43257,1.80366,4.84909e-05,4.84909e-05,4.84909e-05
283,7723.2,0.70439,0.50612,0.9916,0.59765,0.48807,0.49728,0.24757,1.68409,1.4133,1.8027,4.62898e-05,4.62898e-05,4.62898e-05
284,7750.79,0.7251,0.52758,1.02169,0.59571,0.48975,0.49646,0.24642,1.68804,1.41364,1.80535,4.40887e-05,4.40887e-05,4.40887e-05
285,7778.14,0.72032,0.52345,1.00967,0.59794,0.4846,0.49709,0.24634,1.69058,1.41649,1.80631,4.18876e-05,4.18876e-05,4.18876e-05
286,7805.5,0.71041,0.50466,0.99558,0.59748,0.4854,0.49793,0.24723,1.68593,1.41584,1.80061,3.96865e-05,3.96865e-05,3.96865e-05
287,7832.25,0.71423,0.51652,1.00029,0.59485,0.49262,0.49826,0.24771,1.68188,1.4086,1.79877,3.74854e-05,3.74854e-05,3.74854e-05
288,7859.5,0.72467,0.52721,1.00558,0.59793,0.49177,0.4995,0.24804,1.68316,1.40853,1.80175,3.52843e-05,3.52843e-05,3.52843e-05
289,7886.59,0.71583,0.50721,0.99704,0.59629,0.4911,0.49898,0.24855,1.68504,1.41373,1.80376,3.30832e-05,3.30832e-05,3.30832e-05
290,7913.57,0.73395,0.53157,1.02559,0.59675,0.48981,0.49853,0.24775,1.68785,1.42111,1.80607,3.08821e-05,3.08821e-05,3.08821e-05
291,7943.05,0.7118,0.52916,1.0249,0.58876,0.48905,0.4938,0.24419,1.69711,1.41693,1.8202,2.8681e-05,2.8681e-05,2.8681e-05
292,7970.09,0.66689,0.46988,0.97753,0.59889,0.4782,0.48488,0.23905,1.70883,1.4284,1.83782,2.64799e-05,2.64799e-05,2.64799e-05
293,7997.04,0.70509,0.5658,1.0106,0.59748,0.47384,0.48358,0.23816,1.70765,1.43311,1.83684,2.42788e-05,2.42788e-05,2.42788e-05
294,8024.28,0.69933,0.48078,1.00419,0.60375,0.47066,0.48504,0.23811,1.70119,1.42332,1.83221,2.20777e-05,2.20777e-05,2.20777e-05
295,8051.3,0.67688,0.47079,0.99541,0.61177,0.46865,0.48604,0.23861,1.69754,1.41538,1.82996,1.98766e-05,1.98766e-05,1.98766e-05
296,8077.4,0.71802,0.51678,1.00679,0.614,0.47009,0.48774,0.24017,1.69447,1.41143,1.82978,1.76755e-05,1.76755e-05,1.76755e-05
297,8104.13,0.68677,0.50133,0.99188,0.6021,0.4785,0.48923,0.24083,1.6935,1.40838,1.82864,1.54744e-05,1.54744e-05,1.54744e-05
298,8131.5,0.66911,0.46179,0.99292,0.60651,0.47506,0.4892,0.24087,1.69348,1.41212,1.82797,1.32733e-05,1.32733e-05,1.32733e-05
299,8158.94,0.66389,0.45965,0.97484,0.60737,0.47496,0.48988,0.24148,1.69144,1.41263,1.82368,1.10722e-05,1.10722e-05,1.10722e-05
300,8186.31,0.66831,0.46015,0.97888,0.60212,0.48079,0.49004,0.24138,1.69215,1.41252,1.8249,8.8711e-06,8.8711e-06,8.8711e-06
